title,url,date,section,summary
Αλεξάνδρα Σδούκου: Εντυπωσιακή η συμμετοχή στις εσωκομματικές εκλογές της ΝΔ,https://www.amna.gr/home/article/950970/Alexandra-Sdoukou-Entuposiaki-i-summetochi-stis-esokommatikes-ekloges-tis-ND,2025-11-23 14:58:30,Πολιτική,
